,count
2019-08-04,1
2019-08-06,1
2019-10-02,3
2019-10-03,1
2019-10-04,1
2019-10-08,1
2019-10-09,1
2019-10-10,1
2019-10-11,1
2019-10-12,1
2019-10-18,4
2019-10-19,10
2019-10-20,180
2019-10-21,207
2019-10-22,262
2019-10-23,222
2019-10-24,280
2019-10-25,258
2019-10-26,258
2019-10-27,259
2019-10-28,48
