,count
2019-04-06,1
2019-07-18,1
2019-09-12,1
2019-09-28,1
2019-09-29,1
2019-10-01,6
2019-10-03,1
2019-10-06,2
2019-10-10,1
2019-10-11,1
2019-10-13,4
2019-10-18,2
2019-10-20,7
2019-10-21,1
2019-10-23,1
2019-10-24,1
2019-10-25,1
2019-10-26,3
2019-10-27,3
2019-10-28,1
2019-10-29,2
2019-10-30,2
2019-10-31,9
2019-11-01,194
2019-11-02,287
2019-11-03,327
2019-11-04,255
2019-11-05,278
2019-11-06,286
2019-11-07,300
2019-11-08,20
